SystemSource,SourceType,Scope,MinimumVersionOrCondition,PermissionGuidance,CostClass,FrameworkModules,Provenance
sys.dm_exec_query_memory_grants,DMV_OR_DMF,SERVER,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,SQL Server 2019: VIEW SERVER STATE; SQL Server 2022+: VIEW SERVER PERFORMANCE STATE or source-specific security permission; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/01_Common/060_VW_FrameworkFeatureCatalog.sql | Code/02_CurrentState/020_USP_CurrentRequests.sql | Code/02_CurrentState/060_USP_CurrentMemoryGrants.sql | Code/08_ServerHealth/030_USP_ServerMemory.sql,Current canonical code plus sanitized prior research; no historical source paths retained
sys.dm_exec_query_plan,DMV_OR_DMF,SERVER,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,SQL Server 2019: VIEW SERVER STATE; SQL Server 2022+: VIEW SERVER PERFORMANCE STATE or source-specific security permission; framework grants none,HIGH,Code/01_Common/060_VW_FrameworkFeatureCatalog.sql | Code/04_PlanCache/040_USP_PlanDetails.sql | Code/04_PlanCache/050_USP_ShowplanAnalysis.sql,Current canonical code plus sanitized prior research; no historical source paths retained
sys.dm_exec_query_plan_stats,DMV_OR_DMF,SERVER,SQL Server 2019 (15.x)+ and LAST_QUERY_PLAN_STATS,VIEW SERVER STATE; 2022+: VIEW SERVER PERFORMANCE STATE,HIGH,Code/01_Common/060_VW_FrameworkFeatureCatalog.sql | Code/04_PlanCache/040_USP_PlanDetails.sql | Code/04_PlanCache/050_USP_ShowplanAnalysis.sql,Current canonical code plus sanitized prior research; no historical source paths retained
sys.dm_exec_query_resource_semaphores,DMV_OR_DMF,SERVER,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,SQL Server 2019: VIEW SERVER STATE; SQL Server 2022+: VIEW SERVER PERFORMANCE STATE or source-specific security permission; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/02_CurrentState/060_USP_CurrentMemoryGrants.sql,Current canonical code plus sanitized prior research; no historical source paths retained
sys.dm_exec_query_statistics_xml,DMV_OR_DMF,SERVER,SQL Server 2016 SP1+,VIEW SERVER STATE; 2022+: VIEW SERVER PERFORMANCE STATE,HIGH,Code/01_Common/060_VW_FrameworkFeatureCatalog.sql | Code/04_PlanCache/040_USP_PlanDetails.sql,Current canonical code plus sanitized prior research; no historical source paths retained
sys.dm_exec_query_stats,DMV_OR_DMF,SERVER,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,SQL Server 2019: VIEW SERVER STATE; SQL Server 2022+: VIEW SERVER PERFORMANCE STATE or source-specific security permission; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/01_Common/060_VW_FrameworkFeatureCatalog.sql | Code/04_PlanCache/010_USP_QueryStats.sql | Code/04_PlanCache/020_USP_QueryHashAnalysis.sql | Code/04_PlanCache/040_USP_PlanDetails.sql | Code/04_PlanCache/050_USP_ShowplanAnalysis.sql,Current canonical code plus sanitized prior research; no historical source paths retained
sys.dm_exec_requests,DMV_OR_DMF,SERVER,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,SQL Server 2019: VIEW SERVER STATE; SQL Server 2022+: VIEW SERVER PERFORMANCE STATE or source-specific security permission; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/01_Common/060_VW_FrameworkFeatureCatalog.sql | Code/02_CurrentState/010_USP_CurrentSessions.sql | Code/02_CurrentState/020_USP_CurrentRequests.sql | Code/02_CurrentState/030_USP_CurrentBlocking.sql | Code/02_CurrentState/040_USP_CurrentWaits.sql | Code/02_CurrentState/050_USP_CurrentTransactions.sql | Code/02_CurrentState/060_USP_CurrentMemoryGrants.sql | Code/04_PlanCache/040_USP_PlanDetails.sql,Current canonical code plus sanitized prior research; no historical source paths retained
sys.dm_exec_sessions,DMV_OR_DMF,SERVER,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,SQL Server 2019: VIEW SERVER STATE; SQL Server 2022+: VIEW SERVER PERFORMANCE STATE or source-specific security permission; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/01_Common/060_VW_FrameworkFeatureCatalog.sql | Code/02_CurrentState/010_USP_CurrentSessions.sql | Code/02_CurrentState/020_USP_CurrentRequests.sql | Code/02_CurrentState/030_USP_CurrentBlocking.sql | Code/02_CurrentState/040_USP_CurrentWaits.sql | Code/02_CurrentState/050_USP_CurrentTransactions.sql | Code/02_CurrentState/060_USP_CurrentMemoryGrants.sql | Code/02_CurrentState/070_USP_CurrentTempDB.sql | Code/07_Infrastructure/030_USP_ResourceGovernorAnalysis.sql,Current canonical code plus sanitized prior research; no historical source paths retained
sys.dm_exec_sql_text,DMV_OR_DMF,SERVER,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,SQL Server 2019: VIEW SERVER STATE; SQL Server 2022+: VIEW SERVER PERFORMANCE STATE or source-specific security permission; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/02_CurrentState/010_USP_CurrentSessions.sql | Code/02_CurrentState/020_USP_CurrentRequests.sql | Code/02_CurrentState/030_USP_CurrentBlocking.sql | Code/02_CurrentState/040_USP_CurrentWaits.sql | Code/02_CurrentState/050_USP_CurrentTransactions.sql | Code/02_CurrentState/060_USP_CurrentMemoryGrants.sql | Code/04_PlanCache/010_USP_QueryStats.sql | Code/04_PlanCache/020_USP_QueryHashAnalysis.sql | Code/04_PlanCache/030_USP_PlanCacheHealth.sql | Code/04_PlanCache/040_USP_PlanDetails.sql | Code/04_PlanCache/050_USP_ShowplanAnalysis.sql,Current canonical code plus sanitized prior research; no historical source paths retained
sys.dm_exec_text_query_plan,DMV_OR_DMF,SERVER,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,SQL Server 2019: VIEW SERVER STATE; SQL Server 2022+: VIEW SERVER PERFORMANCE STATE or source-specific security permission; framework grants none,HIGH,Code/01_Common/060_VW_FrameworkFeatureCatalog.sql | Code/04_PlanCache/040_USP_PlanDetails.sql,Current canonical code plus sanitized prior research; no historical source paths retained
sys.dm_hadr_,DMV_OR_DMF,SERVER,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,SQL Server 2019: VIEW SERVER STATE; SQL Server 2022+: VIEW SERVER PERFORMANCE STATE or source-specific security permission; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/07_Infrastructure/040_USP_AvailabilityGroups.sql,Current canonical code plus sanitized prior research; no historical source paths retained
sys.dm_hadr_availability_group_states,DMV_OR_DMF,SERVER,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,SQL Server 2019: VIEW SERVER STATE; SQL Server 2022+: VIEW SERVER PERFORMANCE STATE or source-specific security permission; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/01_Common/060_VW_FrameworkFeatureCatalog.sql,Current canonical code plus sanitized prior research; no historical source paths retained
sys.dm_hadr_availability_replica_states,DMV_OR_DMF,SERVER,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,SQL Server 2019: VIEW SERVER STATE; SQL Server 2022+: VIEW SERVER PERFORMANCE STATE or source-specific security permission; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/07_Infrastructure/040_USP_AvailabilityGroups.sql,Current canonical code plus sanitized prior research; no historical source paths retained
sys.dm_hadr_database_replica_states,DMV_OR_DMF,SERVER,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,SQL Server 2019: VIEW SERVER STATE; SQL Server 2022+: VIEW SERVER PERFORMANCE STATE or source-specific security permission; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/07_Infrastructure/040_USP_AvailabilityGroups.sql,Current canonical code plus sanitized prior research; no historical source paths retained
sys.dm_io_backup_tapes,DMV_OR_DMF,DATABASE_OR_CATALOG,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,Metadata visibility and source-specific SELECT/VIEW DATABASE STATE; SQL Server 2022+ may require VIEW DATABASE PERFORMANCE STATE; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/01_Common/074a_WaitTypeCatalog_Seed_01.sql,Current canonical code plus sanitized prior research; no historical source paths retained
sys.dm_io_virtual_file_stats,DMV_OR_DMF,DATABASE_OR_CATALOG,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,Metadata visibility and source-specific SELECT/VIEW DATABASE STATE; SQL Server 2022+ may require VIEW DATABASE PERFORMANCE STATE; framework grants none,MEDIUM,Code/01_Common/060_VW_FrameworkFeatureCatalog.sql | Code/01_Common/074a_WaitTypeCatalog_Seed_01.sql | Code/01_Common/074b_WaitTypeCatalog_Seed_02.sql | Code/01_Common/074c_WaitTypeCatalog_Seed_03.sql | Code/02_CurrentState/080_USP_CurrentIO.sql,Current canonical code plus sanitized prior research; no historical source paths retained
sys.dm_os_host_info,DMV_OR_DMF,SERVER,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,SQL Server 2019: VIEW SERVER STATE; SQL Server 2022+: VIEW SERVER PERFORMANCE STATE or source-specific security permission; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/08_ServerHealth/070_USP_StartupParameters.sql | Code/08_ServerHealth/080_USP_OSInformation.sql | Code/09_VersionAdaptive/010_USP_ServerFeatureCapabilities.sql,Current canonical code plus sanitized prior research; no historical source paths retained
sys.dm_os_latch_stats,DMV_OR_DMF,SERVER,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,SQL Server 2019: VIEW SERVER STATE; SQL Server 2022+: VIEW SERVER PERFORMANCE STATE or source-specific security permission; framework grants none,HIGH,Code/01_Common/074b_WaitTypeCatalog_Seed_02.sql,Current canonical code plus sanitized prior research; no historical source paths retained
sys.dm_os_memory_clerks,DMV_OR_DMF,SERVER,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,SQL Server 2019: VIEW SERVER STATE; SQL Server 2022+: VIEW SERVER PERFORMANCE STATE or source-specific security permission; framework grants none,MEDIUM,Code/08_ServerHealth/030_USP_ServerMemory.sql,Current canonical code plus sanitized prior research; no historical source paths retained
sys.dm_os_memory_nodes,DMV_OR_DMF,SERVER,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,SQL Server 2019: VIEW SERVER STATE; SQL Server 2022+: VIEW SERVER PERFORMANCE STATE or source-specific security permission; framework grants none,MEDIUM_OR_SCOPE_DEPENDENT,Code/08_ServerHealth/020_USP_ServerNuma.sql,Current canonical code plus sanitized prior research; no historical source paths retained
sys.dm_os_nodes,DMV_OR_DMF,SERVER,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,SQL Server 2019: VIEW SERVER STATE; SQL Server 2022+: VIEW SERVER PERFORMANCE STATE or source-specific security permission; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/08_ServerHealth/010_USP_ServerCpuTopology.sql | Code/08_ServerHealth/020_USP_ServerNuma.sql,Current canonical code plus sanitized prior research; no historical source paths retained
sys.dm_os_process_memory,DMV_OR_DMF,SERVER,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,SQL Server 2019: VIEW SERVER STATE; SQL Server 2022+: VIEW SERVER PERFORMANCE STATE or source-specific security permission; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/01_Common/060_VW_FrameworkFeatureCatalog.sql | Code/08_ServerHealth/030_USP_ServerMemory.sql | Code/08_ServerHealth/080_USP_OSInformation.sql,Current canonical code plus sanitized prior research; no historical source paths retained
sys.dm_os_schedulers,DMV_OR_DMF,SERVER,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,SQL Server 2019: VIEW SERVER STATE; SQL Server 2022+: VIEW SERVER PERFORMANCE STATE or source-specific security permission; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/01_Common/060_VW_FrameworkFeatureCatalog.sql | Code/08_ServerHealth/010_USP_ServerCpuTopology.sql | Code/08_ServerHealth/020_USP_ServerNuma.sql,Current canonical code plus sanitized prior research; no historical source paths retained
sys.dm_os_sys_info,DMV_OR_DMF,SERVER,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,SQL Server 2019: VIEW SERVER STATE; SQL Server 2022+: VIEW SERVER PERFORMANCE STATE or source-specific security permission; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/01_Common/060_VW_FrameworkFeatureCatalog.sql | Code/02_CurrentState/040_USP_CurrentWaits.sql | Code/03_ObjectIndex/020_USP_IndexUsage.sql | Code/08_ServerHealth/010_USP_ServerCpuTopology.sql | Code/08_ServerHealth/030_USP_ServerMemory.sql | Code/08_ServerHealth/050_USP_ServerConfiguration.sql,Current canonical code plus sanitized prior research; no historical source paths retained
sys.dm_os_sys_memory,DMV_OR_DMF,SERVER,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,SQL Server 2019: VIEW SERVER STATE; SQL Server 2022+: VIEW SERVER PERFORMANCE STATE or source-specific security permission; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/08_ServerHealth/030_USP_ServerMemory.sql | Code/08_ServerHealth/080_USP_OSInformation.sql,Current canonical code plus sanitized prior research; no historical source paths retained
sys.dm_os_wait_stats,DMV_OR_DMF,SERVER,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,SQL Server 2019: VIEW SERVER STATE; SQL Server 2022+: VIEW SERVER PERFORMANCE STATE or source-specific security permission; framework grants none,MEDIUM,Code/01_Common/060_VW_FrameworkFeatureCatalog.sql | Code/01_Common/074d_WaitTypeCatalog_Seed_04.sql | Code/02_CurrentState/040_USP_CurrentWaits.sql,Current canonical code plus sanitized prior research; no historical source paths retained
sys.dm_os_waiting_tasks,DMV_OR_DMF,SERVER,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,SQL Server 2019: VIEW SERVER STATE; SQL Server 2022+: VIEW SERVER PERFORMANCE STATE or source-specific security permission; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/01_Common/060_VW_FrameworkFeatureCatalog.sql | Code/01_Common/074a_WaitTypeCatalog_Seed_01.sql | Code/02_CurrentState/020_USP_CurrentRequests.sql | Code/02_CurrentState/030_USP_CurrentBlocking.sql | Code/02_CurrentState/040_USP_CurrentWaits.sql,Current canonical code plus sanitized prior research; no historical source paths retained
sys.dm_resource_governor_configuration,DMV_OR_DMF,SERVER,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,SQL Server 2019: VIEW SERVER STATE; SQL Server 2022+: VIEW SERVER PERFORMANCE STATE or source-specific security permission; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/07_Infrastructure/030_USP_ResourceGovernorAnalysis.sql,Current canonical code plus sanitized prior research; no historical source paths retained
sys.dm_resource_governor_resource_pools,DMV_OR_DMF,SERVER,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,SQL Server 2019: VIEW SERVER STATE; SQL Server 2022+: VIEW SERVER PERFORMANCE STATE or source-specific security permission; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/01_Common/060_VW_FrameworkFeatureCatalog.sql | Code/02_CurrentState/020_USP_CurrentRequests.sql | Code/02_CurrentState/060_USP_CurrentMemoryGrants.sql | Code/07_Infrastructure/030_USP_ResourceGovernorAnalysis.sql,Current canonical code plus sanitized prior research; no historical source paths retained
sys.dm_resource_governor_workload_groups,DMV_OR_DMF,SERVER,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,SQL Server 2019: VIEW SERVER STATE; SQL Server 2022+: VIEW SERVER PERFORMANCE STATE or source-specific security permission; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/02_CurrentState/020_USP_CurrentRequests.sql | Code/02_CurrentState/060_USP_CurrentMemoryGrants.sql | Code/07_Infrastructure/030_USP_ResourceGovernorAnalysis.sql,Current canonical code plus sanitized prior research; no historical source paths retained
sys.dm_server_registry,DMV_OR_DMF,DATABASE_OR_CATALOG,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,Metadata visibility and source-specific SELECT/VIEW DATABASE STATE; SQL Server 2022+ may require VIEW DATABASE PERFORMANCE STATE; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/01_Common/060_VW_FrameworkFeatureCatalog.sql | Code/08_ServerHealth/070_USP_StartupParameters.sql,Current canonical code plus sanitized prior research; no historical source paths retained
sys.dm_server_services,DMV_OR_DMF,DATABASE_OR_CATALOG,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,Metadata visibility and source-specific SELECT/VIEW DATABASE STATE; SQL Server 2022+ may require VIEW DATABASE PERFORMANCE STATE; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/07_Infrastructure/010_USP_AgentStatus.sql | Code/08_ServerHealth/080_USP_OSInformation.sql | Code/08_ServerHealth/090_USP_ServerSecurityConfiguration.sql,Current canonical code plus sanitized prior research; no historical source paths retained
sys.dm_tran_active_transactions,DMV_OR_DMF,DATABASE_OR_CATALOG,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,Metadata visibility and source-specific SELECT/VIEW DATABASE STATE; SQL Server 2022+ may require VIEW DATABASE PERFORMANCE STATE; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/01_Common/060_VW_FrameworkFeatureCatalog.sql | Code/02_CurrentState/050_USP_CurrentTransactions.sql,Current canonical code plus sanitized prior research; no historical source paths retained
sys.dm_tran_database_transactions,DMV_OR_DMF,DATABASE_OR_CATALOG,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,Metadata visibility and source-specific SELECT/VIEW DATABASE STATE; SQL Server 2022+ may require VIEW DATABASE PERFORMANCE STATE; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/02_CurrentState/050_USP_CurrentTransactions.sql,Current canonical code plus sanitized prior research; no historical source paths retained
sys.dm_tran_locks,DMV_OR_DMF,DATABASE_OR_CATALOG,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,Metadata visibility and source-specific SELECT/VIEW DATABASE STATE; SQL Server 2022+ may require VIEW DATABASE PERFORMANCE STATE; framework grants none,MEDIUM,Code/01_Common/020_VW_AnalyseClassCatalog.sql | Code/01_Common/060_VW_FrameworkFeatureCatalog.sql | Code/01_Common/074b_WaitTypeCatalog_Seed_02.sql | Code/01_Common/074c_WaitTypeCatalog_Seed_03.sql | Code/02_CurrentState/030_USP_CurrentBlocking.sql,Current canonical code plus sanitized prior research; no historical source paths retained
sys.dm_tran_persistent_version_store_stats,DMV_OR_DMF,DATABASE_OR_CATALOG,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,Metadata visibility and source-specific SELECT/VIEW DATABASE STATE; SQL Server 2022+ may require VIEW DATABASE PERFORMANCE STATE; framework grants none,MEDIUM_OR_SCOPE_DEPENDENT,Code/01_Common/060_VW_FrameworkFeatureCatalog.sql | Code/02_CurrentState/090_USP_CurrentLog.sql,Current canonical code plus sanitized prior research; no historical source paths retained
sys.dm_tran_session_transactions,DMV_OR_DMF,DATABASE_OR_CATALOG,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,Metadata visibility and source-specific SELECT/VIEW DATABASE STATE; SQL Server 2022+ may require VIEW DATABASE PERFORMANCE STATE; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/01_Common/060_VW_FrameworkFeatureCatalog.sql | Code/02_CurrentState/050_USP_CurrentTransactions.sql,Current canonical code plus sanitized prior research; no historical source paths retained
sys.dm_xe_session_targets,DMV_OR_DMF,SERVER,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,SQL Server 2019: VIEW SERVER STATE; SQL Server 2022+: VIEW SERVER PERFORMANCE STATE or source-specific security permission; framework grants none,MEDIUM_OR_SCOPE_DEPENDENT,Code/01_Common/060_VW_FrameworkFeatureCatalog.sql | Code/06_ExtendedEvents/020_USP_ExtendedEventsReadEvents.sql | Code/06_ExtendedEvents/030_USP_ExtendedEventsDeadlocks.sql | Code/06_ExtendedEvents/040_USP_ExtendedEventsBlockedProcesses.sql | Code/06_ExtendedEvents/050_USP_ExtendedEventsTargetRuntime.sql,Current canonical code plus sanitized prior research; no historical source paths retained
sys.dm_xe_sessions,DMV_OR_DMF,SERVER,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,SQL Server 2019: VIEW SERVER STATE; SQL Server 2022+: VIEW SERVER PERFORMANCE STATE or source-specific security permission; framework grants none,MEDIUM_OR_SCOPE_DEPENDENT,Code/01_Common/060_VW_FrameworkFeatureCatalog.sql | Code/06_ExtendedEvents/010_USP_ExtendedEventsSessions.sql | Code/06_ExtendedEvents/020_USP_ExtendedEventsReadEvents.sql | Code/06_ExtendedEvents/030_USP_ExtendedEventsDeadlocks.sql | Code/06_ExtendedEvents/040_USP_ExtendedEventsBlockedProcesses.sql | Code/06_ExtendedEvents/050_USP_ExtendedEventsTargetRuntime.sql,Current canonical code plus sanitized prior research; no historical source paths retained
sys.fn_hadr_is_primary_replica,SYSTEM_FUNCTION,DATABASE_OR_CATALOG,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,Metadata visibility and source-specific SELECT/VIEW DATABASE STATE; SQL Server 2022+ may require VIEW DATABASE PERFORMANCE STATE; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/07_Infrastructure/040_USP_AvailabilityGroups.sql,Current canonical code plus sanitized prior research; no historical source paths retained
sys.fn_xe_file_target_read_file,SYSTEM_FUNCTION,DATABASE_OR_CATALOG,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,Metadata visibility and source-specific SELECT/VIEW DATABASE STATE; SQL Server 2022+ may require VIEW DATABASE PERFORMANCE STATE; framework grants none,HIGH_OR_SCOPE_DEPENDENT,Code/06_ExtendedEvents/020_USP_ExtendedEventsReadEvents.sql | Code/06_ExtendedEvents/030_USP_ExtendedEventsDeadlocks.sql | Code/06_ExtendedEvents/040_USP_ExtendedEventsBlockedProcesses.sql,Current canonical code plus sanitized prior research; no historical source paths retained
sys.hash_indexes,CATALOG_VIEW_OR_TABLE,DATABASE_OR_CATALOG,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,Metadata visibility and source-specific SELECT/VIEW DATABASE STATE; SQL Server 2022+ may require VIEW DATABASE PERFORMANCE STATE; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/03_ObjectIndex/020_USP_IndexUsage.sql,Current canonical code plus sanitized prior research; no historical source paths retained
sys.index_columns,CATALOG_VIEW_OR_TABLE,DATABASE_OR_CATALOG,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,Metadata visibility and source-specific SELECT/VIEW DATABASE STATE; SQL Server 2022+ may require VIEW DATABASE PERFORMANCE STATE; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/03_ObjectIndex/010_USP_ObjectInventory.sql,Current canonical code plus sanitized prior research; no historical source paths retained
sys.indexes,CATALOG_VIEW_OR_TABLE,DATABASE_OR_CATALOG,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,Metadata visibility and source-specific SELECT/VIEW DATABASE STATE; SQL Server 2022+ may require VIEW DATABASE PERFORMANCE STATE; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/03_ObjectIndex/010_USP_ObjectInventory.sql | Code/03_ObjectIndex/020_USP_IndexUsage.sql | Code/03_ObjectIndex/025_USP_IndexOperationalStats.sql | Code/03_ObjectIndex/040_USP_Statistics.sql | Code/03_ObjectIndex/050_USP_Partitions.sql | Code/03_ObjectIndex/060_USP_Columnstore.sql | Code/03_ObjectIndex/070_USP_IndexPhysicalStats.sql,Current canonical code plus sanitized prior research; no historical source paths retained
sys.login_token,CATALOG_VIEW_OR_TABLE,SERVER,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,SQL Server 2019: VIEW SERVER STATE; SQL Server 2022+: VIEW SERVER PERFORMANCE STATE or source-specific security permission; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/01_Common/030_VW_AnalyseAccessPolicy.sql | Code/01_Common/040_VW_AnalyseAccessCurrent.sql | Code/01_Common/050_USP_CheckAnalyseAccess.sql,Current canonical code plus sanitized prior research; no historical source paths retained
sys.objects,CATALOG_VIEW_OR_TABLE,DATABASE_OR_CATALOG,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,Metadata visibility and source-specific SELECT/VIEW DATABASE STATE; SQL Server 2022+ may require VIEW DATABASE PERFORMANCE STATE; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/01_Common/060_VW_FrameworkFeatureCatalog.sql | Code/02_CurrentState/020_USP_CurrentRequests.sql | Code/03_ObjectIndex/010_USP_ObjectInventory.sql | Code/03_ObjectIndex/020_USP_IndexUsage.sql | Code/03_ObjectIndex/025_USP_IndexOperationalStats.sql | Code/03_ObjectIndex/030_USP_MissingIndexes.sql | Code/03_ObjectIndex/040_USP_Statistics.sql | Code/03_ObjectIndex/050_USP_Partitions.sql | Code/03_ObjectIndex/060_USP_Columnstore.sql | Code/03_ObjectIndex/070_USP_IndexPhysicalStats.sql | Code/05_QueryStore/020_USP_QueryStoreRuntimeStats.sql | Code/05_QueryStore/040_USP_QueryStorePlanChanges.sql | Code/05_QueryStore/050_USP_QueryStoreRegressions.sql | Code/05_QueryStore/060_USP_QueryStoreForcedPlans.sql | Code/09_VersionAdaptive/010_USP_ServerFeatureCapabilities.sql,Current canonical code plus sanitized prior research; no historical source paths retained
sys.partition_functions,CATALOG_VIEW_OR_TABLE,DATABASE_OR_CATALOG,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,Metadata visibility and source-specific SELECT/VIEW DATABASE STATE; SQL Server 2022+ may require VIEW DATABASE PERFORMANCE STATE; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/03_ObjectIndex/050_USP_Partitions.sql,Current canonical code plus sanitized prior research; no historical source paths retained
sys.partition_range_values,CATALOG_VIEW_OR_TABLE,DATABASE_OR_CATALOG,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,Metadata visibility and source-specific SELECT/VIEW DATABASE STATE; SQL Server 2022+ may require VIEW DATABASE PERFORMANCE STATE; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/03_ObjectIndex/050_USP_Partitions.sql,Current canonical code plus sanitized prior research; no historical source paths retained
sys.partition_schemes,CATALOG_VIEW_OR_TABLE,DATABASE_OR_CATALOG,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,Metadata visibility and source-specific SELECT/VIEW DATABASE STATE; SQL Server 2022+ may require VIEW DATABASE PERFORMANCE STATE; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/03_ObjectIndex/050_USP_Partitions.sql,Current canonical code plus sanitized prior research; no historical source paths retained
sys.partitions,CATALOG_VIEW_OR_TABLE,DATABASE_OR_CATALOG,SQL Server 2019+ baseline; optional/version-specific sources are capability-probed,Metadata visibility and source-specific SELECT/VIEW DATABASE STATE; SQL Server 2022+ may require VIEW DATABASE PERFORMANCE STATE; framework grants none,LOW_OR_SCOPE_DEPENDENT,Code/01_Common/060_VW_FrameworkFeatureCatalog.sql | Code/03_ObjectIndex/010_USP_ObjectInventory.sql | Code/03_ObjectIndex/020_USP_IndexUsage.sql | Code/03_ObjectIndex/050_USP_Partitions.sql | Code/03_ObjectIndex/060_USP_Columnstore.sql,Current canonical code plus sanitized prior research; no historical source paths retained
sys.query_store_plan,CATALOG_VIEW_OR_TABLE,DATABASE_OR_CATALOG,SQL Server 2016+ and Query Store enabled,VIEW DATABASE STATE; 2022+: VIEW DATABASE PERFORMANCE STATE,LOW_OR_SCOPE_DEPENDENT,Code/01_Common/060_VW_FrameworkFeatureCatalog.sql | Code/05_QueryStore/020_USP_QueryStoreRuntimeStats.sql | Code/05_QueryStore/030_USP_QueryStoreWaitStats.sql | Code/05_QueryStore/040_USP_QueryStorePlanChanges.sql | Code/05_QueryStore/050_USP_QueryStoreRegressions.sql | Code/05_QueryStore/060_USP_QueryStoreForcedPlans.sql,Current canonical code plus sanitized prior research; no historical source paths retained
